episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
40,34.0,4.761517182405271,0.670198670954606,-17.3223020903712,15.0,0.5,6,1.0,False,True,9.609600384255659,11,17.709159380834848,179.729,in_progress,0.0
40,35.0,4.80606018054241,0.6360994234509204,-21.7763291234225,-15.0,0.5,2,1.0,False,True,9.86105149468047,12,17.709159380834848,179.796,in_progress,0.0
40,36.0,4.862097498926817,0.6017261152101273,-24.34806731807089,30.0,1.0,9,0.5,False,True,10.177406140252026,12,17.709159380834848,179.863,in_progress,0.0
40,37.0,4.904070988097504,0.5815571076020466,-24.659666689828516,30.0,0.5,8,0.5,False,True,10.414377542374442,12,17.709159380834848,179.93,in_progress,0.0
40,38.0,4.951639522728024,0.5734109506252741,-21.717959804703867,15.0,1.0,7,0.5,False,True,10.682969418376429,13,17.709159380834848,179.995,in_progress,0.0
40,39.0,5.00762183695046,0.5725317714411616,-17.12888885640479,30.0,0.5,8,0.5,False,True,10.99911111670829,13,17.709159380834848,180.064,in_progress,0.0
40,40.0,5.05563641408631,0.5777205872805649,-12.636394397619378,15.0,1.0,7,0.5,False,True,11.270249917229561,13,17.709159380834848,180.122,in_progress,0.0
40,41.0,5.107251193335056,0.5902181549642354,-7.111126091585588,15.0,0.5,6,0.5,False,True,11.561732862266503,14,17.709159380834848,180.199,in_progress,0.0
40,42.0,5.162206314974398,0.6050015114379308,-2.0960008765951255,-15.0,0.5,2,0.5,False,True,11.872105045426832,14,17.709159380834848,180.235,in_progress,0.0
40,43.0,5.208966360849422,0.6171022530135596,1.1200628851661,30.0,1.0,9,1.0,False,True,12.136170080564579,14,17.709159380834848,180.331,in_progress,0.0
40,44.0,5.2584560887105,0.629630127271131,4.0168574670261545,30.0,1.0,9,1.0,False,True,12.415649799081727,15,17.709159380834848,180.397,in_progress,0.0
40,45.0,5.31174015366275,0.6592789010764945,10.025376627061492,-30.0,0.5,0,1.0,False,True,12.716564024949149,15,17.709159380834848,180.467,in_progress,0.0
40,46.0,5.360658672277207,0.6913298910789102,16.16611816693661,0.0,1.0,5,1.0,False,True,12.992878081689444,15,17.709159380834848,180.531,in_progress,0.0
40,47.0,5.41713487376081,0.7174506536612733,18.403617940374655,-15.0,1.0,3,1.0,False,True,13.311853795780241,16,17.709159380834848,180.598,in_progress,0.0
40,48.0,5.477170498356258,0.7330127861472212,17.450557644180204,30.0,0.5,8,1.0,False,True,13.65118253052896,16,17.709159380834848,180.664,in_progress,0.0
40,49.0,5.5330835940415195,0.7423426126747931,15.53265653860029,-15.0,1.0,3,1.0,False,True,13.966989180434098,17,17.709159380834848,180.732,in_progress,0.0
40,50.0,5.592506602388652,0.7474885421703732,12.793914350736022,30.0,0.5,8,1.0,False,True,14.30258095861344,17,17.709159380834848,180.794,in_progress,0.0
40,51.0,5.655129665522138,0.7528005672091657,10.809128793508192,30.0,1.0,9,1.0,False,True,14.655552785746492,17,17.709159380834848,180.861,in_progress,0.0
40,52.0,5.707167129715342,0.7665665528200606,11.65358886971385,0.0,0.5,4,0.5,False,True,14.949372488146432,18,17.709159380834848,180.933,in_progress,0.0
40,53.0,5.764367991232065,0.7848925124722212,13.144275693185792,30.0,1.0,9,0.5,False,True,15.26989898423214,18,17.709159380834848,180.998,in_progress,0.0
40,54.0,5.834367806353242,0.8202653423678142,17.436612759474038,30.0,0.5,8,0.5,False,True,15.66424640216587,19,17.709159380834848,181.064,in_progress,0.0
40,55.0,5.864844330969474,0.8451695838899997,20.935702647785735,15.0,1.0,7,0.5,False,True,15.83568942821055,19,17.709159380834848,181.131,in_progress,0.0
40,56.0,5.912594110981604,0.8928792167625731,27.146626697371914,15.0,0.5,6,0.1,False,True,16.09964759740521,19,17.709159380834848,181.195,in_progress,0.0
40,57.0,5.948815333014083,0.9373172476140728,32.54947728234767,-15.0,1.0,3,0.1,False,True,16.30207488057752,19,17.709159380834848,181.259,in_progress,0.0
40,58.0,5.983244560900652,0.9780706295652711,36.18953207183171,15.0,1.0,7,0.1,False,True,16.494557567695377,20,17.709159380834848,181.331,in_progress,0.0
40,59.0,6.022990873844399,1.022264146802636,38.983942540031606,-30.0,1.0,1,0.1,False,True,16.71690117297545,20,17.709159380834848,181.396,in_progress,0.0
40,60.0,6.065107776927215,1.07227136565507,41.7622953797687,-30.0,1.0,1,0.001,False,False,17.027064517761673,20,17.709159380834848,181.462,in_progress,0.0
40,61.0,6.125297085543127,1.1173732819464621,40.33328373910999,-30.0,0.5,0,0.001,False,False,17.373342499369596,21,17.709159380834848,181.517,in_progress,0.0
40,62.0,6.178683641211261,1.151689045511012,38.50939574941056,-30.0,0.5,0,0.001,False,False,17.679661841753273,21,17.709159380834848,181.599,in_progress,0.0
40,63.0,6.221283364741412,1.1725498292529417,36.133561962952115,15.0,1.0,7,0.001,False,False,18.07930782015171,21,17.709159380834848,181.625,in_progress,0.0
40,64.0,6.265094684443606,1.1911831980935956,33.53609329898919,30.0,1.0,9,0.001,False,False,18.334541339863357,22,17.709159380834848,181.737,in_progress,0.0
40,65.0,6.31282464170148,1.2309302230243189,35.07211898306079,15.0,1.0,7,0.001,False,False,18.782031334028744,22,17.709159380834848,181.795,in_progress,0.0
40,66.0,6.34683304510656,1.275926962454394,39.035183171053816,0.0,0.5,4,0.001,True,False,19.006710196549484,22,17.709159380834848,181.865,off_track,0.0
41,1.0,4.085402447933781,0.6836632951741924,0.057177660090694374,15.0,0.5,6,0.0,False,True,0.7917483193200354,7,17.709159380834848,181.998,prepare,0.0
41,2.0,4.085190493550231,0.683613237488097,0.01993050474265615,-15.0,0.5,2,1.0,False,True,0.7905513581378705,7,17.709159380834848,182.061,in_progress,0.0
41,3.0,4.0926358175059185,0.6830523786472967,-0.08539203303526904,-15.0,1.0,3,1.0,False,True,0.8325924763737912,7,17.709159380834848,182.125,in_progress,0.0
41,4.0,4.1139103071733985,0.6803656632343987,-0.8502549662612752,-15.0,1.0,3,1.0,False,True,0.9527197731427566,7,17.709159380834848,182.189,in_progress,0.0
41,5.0,4.152198934568606,0.6748178021384339,-2.159550974337655,-15.0,1.0,3,1.0,False,True,1.1689167238766742,7,17.709159380834848,182.258,in_progress,0.0
41,6.0,4.193932412704281,0.6646924352735237,-4.2568328396765445,-30.0,1.0,1,1.0,False,True,1.4045568975897345,8,17.709159380834848,182.33,in_progress,0.0
41,7.0,4.247132582038865,0.6418721246112883,-8.63835828011465,-15.0,1.0,3,1.0,False,True,1.704921769491166,8,17.709159380834848,182.401,in_progress,0.0
41,8.0,4.304434853087679,0.6128916186719734,-13.162020357467444,0.0,1.0,5,1.0,False,True,2.0284357183529984,8,17.709159380834848,182.462,in_progress,0.0
41,9.0,4.365152648977575,0.5910024262742062,-14.877141324110795,30.0,0.5,8,0.5,False,True,2.371252220466333,9,17.709159380834848,182.531,in_progress,0.0
41,10.0,4.428964238328831,0.5790230538951266,-13.76622826032932,15.0,0.5,6,0.5,False,True,2.7315612159446556,9,17.709159380834848,182.596,in_progress,0.0
41,11.0,4.4782038591583415,0.5811491091442829,-10.50182605857386,15.0,0.5,6,0.5,False,True,3.0096115328006574,9,17.709159380834848,182.662,in_progress,0.0
41,12.0,4.522117901733604,0.5915032140545515,-6.282008132383965,0.0,0.5,4,0.5,False,True,3.257605923263597,10,17.709159380834848,182.722,in_progress,0.0
41,13.0,4.564951507958548,0.6001073867043673,-3.1293975576626223,0.0,1.0,5,0.5,False,True,3.499490154808961,10,17.709159380834848,182.794,in_progress,0.0
41,14.0,4.615130610644281,0.6057389993700805,-1.2549227244726182,-30.0,0.5,0,0.5,False,True,3.78285295111829,10,17.709159380834848,182.859,in_progress,0.0
41,15.0,4.6649708435398525,0.6079538950426482,-0.4328171231702294,-30.0,1.0,1,1.0,False,True,4.064295127753603,11,17.709159380834848,182.926,in_progress,0.0
41,16.0,4.7150654279903845,0.5970661208181617,-2.918315474991059,-15.0,1.0,3,0.5,False,True,4.347137995042018,11,17.709159380834848,183.004,in_progress,0.0
41,17.0,4.773236403641675,0.5742326101455035,-7.545167850609797,30.0,0.5,8,0.5,False,True,4.675567971573005,11,17.709159380834848,183.06,in_progress,0.0
41,18.0,4.828561526360693,0.5563579630531329,-9.975515392004985,0.0,1.0,5,0.5,False,True,4.987938771390526,12,17.709159380834848,183.132,in_progress,0.0
41,19.0,4.8799979852343975,0.5457537413217175,-10.365397883431614,0.0,0.5,4,0.5,False,True,5.278363615082486,12,17.709159380834848,183.2,in_progress,0.0
41,20.0,4.930345145891549,0.5343351199480234,-10.8585061566438,0.0,1.0,5,0.5,False,True,5.562638637080769,12,17.709159380834848,183.262,in_progress,0.0
41,21.0,4.984859478600989,0.5221903065510145,-11.33006479252276,15.0,0.5,6,0.5,False,True,5.870443230800827,13,17.709159380834848,183.33,in_progress,0.0
41,22.0,5.039646321603142,0.5176068755231158,-9.866437250349174,0.0,1.0,5,0.5,False,True,6.179837543784449,13,17.709159380834848,183.397,in_progress,0.0
41,23.0,5.094801939396445,0.5120089519006538,-9.05794441067977,30.0,0.5,8,0.5,False,True,6.491278876889265,14,17.709159380834848,183.456,in_progress,0.0
41,24.0,5.14501911390448,0.5083805085747092,-8.052590670232991,30.0,0.5,8,0.5,False,True,6.774837751166272,14,17.709159380834848,183.531,in_progress,0.0
41,25.0,5.1960984106630015,0.5151764821634708,-4.8513490455878765,30.0,0.5,8,0.5,False,True,7.0633335951760685,14,17.709159380834848,183.606,in_progress,0.0
41,26.0,5.232454088881029,0.5205186579809079,-2.936670226761853,0.0,1.0,5,0.5,False,True,7.268635772518965,15,17.709159380834848,183.659,in_progress,0.0
41,27.0,5.276689798214295,0.5218226301830489,-2.213574940179444,0.0,1.0,5,0.5,False,True,7.518427985352501,15,17.709159380834848,183.73,in_progress,0.0
41,28.0,5.325934524790235,0.5194492714977056,-2.413890620598954,30.0,0.5,8,0.5,False,True,7.796362395298114,15,17.709159380834848,183.792,in_progress,0.0
41,29.0,5.3763661902842435,0.5208716079335479,-1.672393013059861,-15.0,1.0,3,0.5,False,True,8.081143268352008,15,17.709159380834848,183.863,in_progress,0.0
41,30.0,5.420945143938067,0.520882065044153,-1.4653440738183556,-15.0,1.0,3,0.5,False,True,8.332871500614008,16,17.709159380834848,183.931,in_progress,0.0
41,31.0,5.481124991196746,0.508009454857149,-4.0805370087205075,30.0,0.5,8,0.5,False,True,8.67165149155878,16,17.709159380834848,183.998,in_progress,0.0
41,32.0,5.5354180951940775,0.49465815929517803,-6.385587952965417,15.0,0.5,6,0.5,False,True,8.978122771451917,17,17.709159380834848,184.054,in_progress,0.0
41,33.0,5.586601617291009,0.4931567038714148,-5.283068964571954,30.0,1.0,9,0.1,False,True,9.267132919217968,17,17.709159380834848,184.128,in_progress,0.0
41,34.0,5.63617209827169,0.5119931583731865,0.2205322736429184,30.0,0.5,8,0.5,False,True,9.54894404623455,17,17.709159380834848,184.19,in_progress,0.0
41,35.0,5.6808409173609125,0.5425168713401937,7.857645368218408,-15.0,0.5,2,0.5,False,True,9.801123847142774,18,17.709159380834848,184.252,in_progress,0.0
41,36.0,5.723517091356395,0.5661895888930095,12.51565968787189,-15.0,1.0,3,0.5,False,True,10.042064129092578,18,17.709159380834848,184.331,in_progress,0.0
41,37.0,5.782255866151429,0.5718002454797941,10.791510928101333,-15.0,1.0,3,0.5,False,True,10.376467375302552,18,17.709159380834848,184.39,in_progress,0.0
41,38.0,5.820525337353175,0.5687867349637405,8.355103163233586,-30.0,0.5,0,0.5,False,True,10.592643575339668,18,17.709159380834848,184.459,in_progress,0.0
41,39.0,5.8806212958870585,0.5609651910666145,4.617329535728983,-15.0,0.5,2,0.5,False,True,10.932193625984238,19,17.709159380834848,184.527,in_progress,0.0
41,40.0,5.927297764405822,0.5509769423307534,1.4738180697612613,-30.0,1.0,1,0.5,False,True,11.198825726990467,19,17.709159380834848,184.597,in_progress,0.0
41,41.0,5.971009876629742,0.5332840337749097,-2.9523822861340205,-30.0,0.5,0,0.5,False,True,11.44648631038419,19,17.709159380834848,184.665,in_progress,0.0
41,42.0,6.015662184218137,0.508520547238781,-8.207964073639067,30.0,0.5,8,0.5,False,True,11.699789834644033,20,17.709159380834848,184.732,in_progress,0.0
41,43.0,6.059350892919293,0.48882806386521177,-11.422027739580948,15.0,1.0,7,0.1,False,True,11.91531874449305,20,17.709159380834848,184.78,in_progress,0.0
41,44.0,6.109859948746408,0.4858435311408753,-9.722015592078023,-15.0,0.5,2,0.1,False,True,12.195012122074813,20,17.709159380834848,184.864,in_progress,0.0
41,45.0,6.15285282426004,0.4863031373307968,-7.374796991287581,15.0,1.0,7,0.1,False,True,12.43777107523687,21,17.709159380834848,184.934,in_progress,0.0
41,46.0,6.205038731367891,0.4870667343737056,-5.51791048606727,30.0,0.5,8,0.1,False,True,12.732468116988038,21,17.709159380834848,184.992,in_progress,0.0
41,47.0,6.2492387266760705,0.5008702662551331,-1.0225776430478015,0.0,0.5,4,0.5,False,True,12.923595039675162,21,17.709159380834848,185.066,in_progress,0.0
41,48.0,6.289055706586568,0.5130086096137376,2.195393022369266,-30.0,1.0,1,0.5,False,True,13.15332332015079,21,17.709159380834848,185.128,in_progress,0.0
41,49.0,6.326692535505647,0.5160377685052748,2.5320023031612338,30.0,0.5,8,0.5,False,True,13.366537450548066,22,17.709159380834848,185.201,in_progress,0.0
41,50.0,6.369498322871841,0.5195760996801652,2.769940198354705,30.0,0.5,8,0.5,False,True,13.60560127698775,22,17.709159380834848,185.266,in_progress,0.0
41,51.0,6.406283519390681,0.5366083413198799,6.376755924457916,-30.0,1.0,1,0.5,False,True,13.773957728576514,22,17.709159380834848,185.329,in_progress,0.0
41,52.0,6.438012914532423,0.5495207100981204,8.605972358810714,-30.0,0.5,0,0.5,False,True,13.961350802878824,22,17.709159380834848,185.374,in_progress,0.0
41,53.0,6.474171305504779,0.5508946347887408,7.732935328199458,15.0,1.0,7,0.5,False,True,14.16469954929993,23,17.709159380834848,185.473,in_progress,0.0
41,54.0,6.525670927980149,0.5602675775237201,8.320654546155875,30.0,1.0,9,0.5,False,True,14.45167788714396,23,17.709159380834848,185.529,in_progress,0.0
41,55.0,6.564071992512538,0.5803091328929791,11.610100881442262,-15.0,0.5,2,0.5,False,True,14.52100986325422,23,17.709159380834848,185.596,in_progress,0.0
41,56.0,6.6177107982104975,0.6123880357621313,16.441275971943593,15.0,0.5,6,0.5,False,True,14.866766272913779,23,17.709159380834848,185.671,in_progress,0.0
41,57.0,6.658932503663239,0.6370692133469055,19.226414337307435,-15.0,1.0,3,0.5,False,True,15.1325348945679,24,17.709159380834848,185.723,in_progress,0.0
41,58.0,6.690047591942431,0.6550984442087823,20.870466822693402,0.0,1.0,5,0.5,False,True,15.296722032172456,24,17.709159380834848,185.793,in_progress,0.0
41,59.0,6.738077599640349,0.6684981884088169,19.823929674990776,30.0,1.0,9,0.5,False,True,15.488253181689165,24,17.709159380834848,185.86,in_progress,0.0
41,60.0,6.7882836927053605,0.6837229169021658,19.11742926212556,-30.0,1.0,1,0.5,False,True,15.777796222169298,25,17.709159380834848,185.932,in_progress,0.0
41,61.0,6.846870232659959,0.6974096839368984,17.715151142812203,0.0,0.5,4,0.5,False,True,16.10447212119354,25,17.709159380834848,185.998,in_progress,0.0
41,62.0,6.90022824394486,0.7091907147676272,16.578929401255827,30.0,0.5,8,0.5,False,True,16.30485171474327,25,17.709159380834848,186.063,in_progress,0.0
41,63.0,6.943839389240583,0.7272500241343283,17.835714515954578,30.0,1.0,9,0.5,False,True,16.565554748396703,25,17.709159380834848,186.127,in_progress,0.0
41,64.0,6.981939670628052,0.7591902144745126,22.193222357555168,30.0,0.5,8,0.5,False,True,16.845022398201593,26,17.709159380834848,186.197,in_progress,0.0
41,65.0,7.00969150471183,0.7978740866222761,28.232585622991063,30.0,0.5,8,0.5,False,True,16.99096724113075,26,17.709159380834848,186.263,in_progress,0.0
41,66.0,7.028745574851447,0.833126231227903,33.47470512146204,30.0,0.5,8,0.5,False,True,17.189963525319662,26,17.709159380834848,186.318,in_progress,0.0
41,67.0,7.047310480706123,0.8698276314978861,38.33843291321386,30.0,0.5,8,0.5,False,True,17.406156111854916,26,17.709159380834848,186.393,in_progress,0.0
41,68.0,7.061270099968963,0.8980025466773134,41.56836733823972,-15.0,1.0,3,0.5,False,True,17.570891170569773,27,17.709159380834848,186.463,in_progress,0.0
41,69.0,7.083969804039092,0.9314496373231007,43.980241247119146,-30.0,1.0,1,0.5,False,True,17.792273042760602,27,17.709159380834848,186.518,in_progress,0.0
41,70.0,7.123102697251103,0.9610054172884068,42.58114289075692,0.0,0.5,4,0.5,False,True,17.923754013694865,27,17.709159380834848,186.581,in_progress,0.0
41,71.0,7.168068390515577,0.986004901779536,39.73136784519842,30.0,1.0,9,0.5,False,True,18.188699442857587,27,17.709159380834848,186.646,in_progress,0.0
41,72.0,7.21132052398088,1.0189204607660507,39.16173104018985,30.0,0.5,8,0.5,False,True,18.48369701108062,28,17.709159380834848,186.718,in_progress,0.0
41,73.0,7.238145617200531,1.053433796649868,41.47993255339621,-30.0,0.5,0,0.5,False,True,18.682777935099836,28,17.709159380834848,186.793,in_progress,0.0
41,74.0,7.265803911543193,1.0905713128216392,43.83406992097022,0.0,1.0,5,0.5,False,True,18.864009897591206,28,17.709159380834848,186.864,in_progress,0.0
41,75.0,7.300241160801583,1.1358714026802261,45.88125337062361,0.0,1.0,5,0.5,False,True,19.182052188480004,29,17.709159380834848,186.933,in_progress,0.0
41,76.0,7.336067257289923,1.1919291350693402,48.901157952322784,-30.0,0.5,0,0.5,False,True,19.528594659862335,29,17.709159380834848,186.996,in_progress,0.0
41,77.0,7.365308494032241,1.229651380765147,49.61128333305993,30.0,1.0,9,0.1,False,True,19.697508698271303,29,17.709159380834848,187.062,in_progress,0.0
41,78.0,7.400467981882119,1.2739001974497337,50.055766748447105,15.0,0.5,6,0.1,False,True,20.004282435782184,30,17.709159380834848,187.081,in_progress,0.0
41,79.0,7.419379041106171,1.3211189956352036,53.80365643638972,0.0,0.5,4,0.1,False,True,20.2914883248864,30,17.709159380834848,187.198,in_progress,0.0
41,80.0,7.434889238668701,1.3694173869291202,57.549564794393184,30.0,1.0,9,0.1,False,True,20.43912071101491,30,17.709159380834848,187.263,in_progress,0.0
41,81.0,7.446620541017671,1.4100352515827805,60.41736563514369,-15.0,1.0,3,0.1,False,True,20.677851967517473,30,17.709159380834848,187.329,in_progress,0.0
41,82.0,7.4631352216658255,1.4586746938230013,62.684832308248204,0.0,0.5,4,0.1,False,True,20.967514416090438,31,17.709159380834848,187.397,in_progress,0.0
41,83.0,7.48208991808563,1.5100760666782749,64.38225421643585,30.0,1.0,9,0.1,False,True,21.25742120434691,31,17.709159380834848,187.458,in_progress,0.0
41,84.0,7.48675804753807,1.5666572215948278,69.2376171593037,30.0,0.5,8,0.1,False,True,21.352874195704167,31,17.709159380834848,187.527,in_progress,0.0
41,85.0,7.476769369757576,1.6219106248429436,76.26093428966286,-30.0,0.5,0,0.1,False,True,21.659754758629845,31,17.709159380834848,187.592,in_progress,0.0
41,86.0,7.470790741679274,1.6652672091723713,80.18218252918378,30.0,0.5,8,0.1,False,True,21.9013491387406,32,17.709159380834848,187.661,in_progress,0.0
41,87.0,7.471401291413418,1.7080794687095495,81.72413975972536,15.0,1.0,7,0.5,False,True,22.10348401025943,32,17.709159380834848,187.72,in_progress,0.0
41,88.0,7.460483177499896,1.760674614273285,85.98539109051855,15.0,1.0,7,0.5,False,True,22.238181595269,32,17.709159380834848,187.791,in_progress,0.0
41,89.0,7.437873827189585,1.8104457134578313,92.07145975001136,-30.0,1.0,1,0.5,False,True,22.532520001806343,33,17.709159380834848,187.861,in_progress,0.0
41,90.0,7.418545060944672,1.869410683643443,96.19020293191547,-15.0,0.5,2,0.5,False,True,22.876175762577827,33,17.709159380834848,187.932,in_progress,0.0
41,91.0,7.417760408669897,1.9320186967096071,94.77832783955685,15.0,0.5,6,0.5,False,True,23.14346316406173,33,17.709159380834848,187.981,in_progress,0.0
41,92.0,7.412439115209519,1.9825933149376072,95.09775483600811,-15.0,1.0,3,0.5,False,True,23.428950740699705,34,17.709159380834848,188.054,in_progress,0.0
41,93.0,7.407958573238928,2.0409582019618115,94.83203377365825,15.0,1.0,7,0.5,False,True,23.756432872665158,34,17.709159380834848,188.124,in_progress,0.0
41,94.0,7.399480263470545,2.1245586550295283,95.25456680764626,15.0,1.0,7,0.1,False,True,24.09936629455173,34,17.709159380834848,188.175,in_progress,0.0
41,95.0,7.385195512122293,2.1669079678525556,97.69148998598716,30.0,0.5,8,0.1,False,True,24.351735013008348,35,17.709159380834848,188.262,in_progress,0.0
41,96.0,7.349122983827314,2.230234867277408,104.07061441901068,30.0,0.5,8,0.5,False,True,24.657348187022542,35,17.709159380834848,188.329,in_progress,0.0
41,97.0,7.323881274062092,2.2598078954569663,108.21974291272763,-15.0,1.0,3,0.5,False,True,24.812159645761373,35,17.709159380834848,188.403,in_progress,0.0
41,98.0,7.290569877142624,2.3037403306518938,112.28721989453199,30.0,0.5,8,0.5,False,True,25.119451553048265,36,17.709159380834848,188.469,in_progress,0.0
41,99.0,7.2644789355532104,2.3455603941963243,114.25098499352069,30.0,0.5,8,0.5,False,True,25.39710446548224,36,17.709159380834848,188.527,in_progress,0.0
41,100.0,7.230294746175948,2.3808250755713996,118.16642039188302,30.0,0.5,8,0.5,False,True,25.527073920669874,36,17.709159380834848,188.596,in_progress,0.0
41,101.0,7.189802515110098,2.4062648313861312,123.82850140117122,-30.0,0.5,0,0.5,False,True,25.77985095074157,36,17.709159380834848,188.662,in_progress,0.0
41,102.0,7.156208132885314,2.431632477221507,127.23637976667105,0.0,1.0,5,0.5,False,True,26.008718275779984,37,17.709159380834848,188.725,in_progress,0.0
41,103.0,7.130278286591337,2.4609009152967927,127.92590533252358,15.0,0.5,6,0.5,False,True,26.228908077558145,37,17.709159380834848,188.799,in_progress,0.0
41,104.0,7.09407988024518,2.487721200390619,130.71767180116518,15.0,0.5,6,0.5,False,True,26.39325517253007,37,17.709159380834848,188.858,in_progress,0.0
41,105.0,7.061486793042165,2.507148117805584,133.5502451783912,0.0,1.0,5,0.5,False,True,26.600840024795357,37,17.709159380834848,188.911,in_progress,0.0
